CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type,2013,Footnotes,Type,2014,Footnotes,Type,2015,Footnotes,Type,2016,Footnotes,Type,2017,Footnotes,Type
"242","Fiji","745","N","Primary completion rate, girls","","","","","","","105.9","","C","","","","103.4","","C","104.6","","C","103.3","","C","102.9","","C","106.4","","C","100.3","","C","94.2","","C","99.0","","C","104.3","","C","","","","109.3","","C","","","","111.1","","C","","","","105.6","","C","105.2","","C","","","","103.0","","C","104.5","","C"," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"246","Finland","745","N","Primary completion rate, girls","101.9","","C","97.0","","C","97.3","","C","96.3","","C","97.1","","C","100.1","","C","102.5","","C","","","","98.4","","C","95.7","","C","96.5","","C","102.6","","C","100.9","","C","101.8","","C","100.6","","C","99.7","","C","96.9","","C","98.3","","C","97.8","","C","97.1","","C","98.3","","C","97.2","","C","99.3","","C","98.1","","C","","",""," "," "," "," "," "," "," "," "," "
"250","France","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"254","French Guiana","745","N","Primary completion rate, girls","","","","","","","","","","","","","56.2","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"258","French Polynesia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"266","Gabon","745","N","Primary completion rate, girls","","","","","","","63.6","","C","","","","","","","66.9","","C","69.1","","C","70.2","","C","","","","","","","","",""," "," "," ","76.1","","C","74.0","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"270","Gambia","745","N","Primary completion rate, girls","","","","","","","31.5","","C","31.4","","C","29.5","","C","33.5","","C","41.5","","C","38.0","","C","","","","62.6","","E","64.0","","E","67.1","","E","65.6","","E","71.4","","C","71.4","","C","70.4","","C","69.2","","E","77.8","","C","85.9","","C","","","","74.8","","C","70.3","","C","70.5","","C","72.1","","C","","",""," "," "," "," "," "," "," "," "," "
"268","Georgia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.9","","C","101.7","","C","98.7","","C","87.1","","C","94.4","","C","83.5","","C","","","","","","","100.2","","C","107.9","","C","115.8","","C","","","","109.1","","C","109.9","","C","","",""," "," "," "," "," "," "," "," "," "
"276","Germany","745","N","Primary completion rate, girls","","","","","","","","","","96.0","","C","92.4","","C","92.9","","C","94.4","","C","96.8","","C","","","","99.9","","C","102.5","","C","103.5","","C","99.2","","C","98.0","","C","96.6","","C","95.0","","C","97.4","","C","102.9","","C","101.5","","C","101.9","","C","101.2","","C","100.2","","C","98.1","","C","98.0","","C","","",""," "," "," "," "," "," "," "," "," "
"288","Ghana","745","N","Primary completion rate, girls","","","","57.5","","C","59.6","","C","","","","","","","","","","","","","","","","","","","64.2","","C","67.3","","C","64.3","","C","65.7","","C","71.1","","C","63.4","","C","71.5","","C","69.3","","E","74.8","","E","81.2","","C","81.7","","C","","","","90.0","","C","96.8","","C","97.4","","C","95.7","","C"," "," "," "," "," "," "," "," "," "
"300","Greece","745","N","Primary completion rate, girls","","","","","","","99.3","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.7","","C","100.6","","C","103.2","","C","101.4","","C","","","","","","","100.2","","C","98.3","","C","101.5","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"304","Greenland","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"308","Grenada","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7","","C","","","","","","","87.9","","C","99.8","","C","","","","101.5","","C","","","","98.0","","C","106.0","","C","113.1","","C","103.2","","E","","","","","","","91.1","","C","","",""," "," "," "," "," "," "," "," "," "
"312","Guadeloupe","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"316","Guam","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"320","Guatemala","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","43.4","","C","","","","","","","47.7","","C","52.5","","C","55.2","","C","59.3","","C","","","","65.2","","C","69.2","","C","72.9","","C","74.1","","C","77.1","","C","80.7","","C","83.1","","C","85.8","","C","84.8","","C","84.5","","C","","",""," "," "," "," "," "," "," "," "," "
"324","Guinea","745","N","Primary completion rate, girls","9.0","","C","9.2","","C","9.1","","C","9.9","","C","10.5","","C","9.6","","C","","","","","","","13.6","","C","16.1","","C","19.2","","C","21.8","","C","25.8","","C","28.7","","C","37.6","","C","43.7","","C","49.3","","C","50.6","","C","44.1","","C","49.3","","C","48.0","","C"," "," "," ","55.1","","C","55.6","","C","","",""," "," "," "," "," "," "," "," "," "
"624","Guinea-Bissau","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"328","Guyana","745","N","Primary completion rate, girls","","","","","","","97.5","","C","97.5","","C","","","","77.5","","C","83.2","","C","87.7","","C","","","","101.7","","C","104.5","","C","79.5","","C","","","","74.3","","C","","","","105.1","","C","105.2","","C","103.0","","C","100.4","","C","102.6","","C","94.9","","C","96.7","","C","90.2","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"332","Haiti","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","46.6","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"340","Honduras","745","N","Primary completion rate, girls","","","","61.0","","C","71.0","","C","73.3","","C","74.8","","C","70.1","","C","75.3","","C","75.2","","C","69.7","","C","","","","","","","","","","","","","82.5","","C"," "," "," ","84.2","","C","91.4","","C","","","","92.8","","C","95.7","","C","101.2","","C","104.2","","C","103.7","","C","95.9","","C","","",""," "," "," "," "," "," "," "," "," "
"348","Hungary","745","N","Primary completion rate, girls","82.7","","C","","","","","","","","","","","","","","","","","","","97.3","","C","98.5","","C","94.9","","C","95.7","","C","97.7","","C","99.0","","C","95.7","","C","94.9","","C","93.3","","C","98.4","","C","95.0","","C","96.6","","C","97.9","","C","98.0","","C","","","","98.4","","C","98.4","","C","","",""," "," "," "," "," "," "," "," "," "
"352","Iceland","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","93.5","","C","90.0","","C","94.2","","C","105.7","","C","103.5","","C","108.5","","C","98.0","","C","98.2","","C","101.7","","C","97.5","","C","96.2","","C","99.1","","C","96.6","","C","97.7","","C","100.2","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"356","India","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","63.6","","C","","","","","","","","","","61.4","","C","64.5","","C","66.5","","C","70.1","","C","78.6","","C"," "," "," "," "," "," "," "," "," ","","","","98.3","","C","100.1","","C","","","","96.6","","C","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"360","Indonesia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","96.7","","C","95.4","","C","93.8","","C","","","","","","","","","","95.4","","C","96.9","","C","97.5","","C","98.3","","C","96.9","","E","94.8","","C","98.0","","E","98.7","","C","102.0","","C","","","","102.1","","C","106.6","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"364","Iran (Islamic Republic of)","745","N","Primary completion rate, girls","78.8","","C","82.6","","C","86.5","","C","92.3","","C","91.6","","C","96.1","","C","","","","95.0","","C","","","","","","","90.5","","C","94.3","","C","94.3","","C","89.2","","C","106.2","","C","112.1","","C","98.7","","C","95.2","","C","98.0","","C","102.2","","C","103.7","","C","103.4","","C","101.6","","C","104.8","","C","","",""," "," "," "," "," "," "," "," "," "
"368","Iraq","745","N","Primary completion rate, girls","","","","","","","","","","53.9","","C","","","","","","","","","","","","","","","","50.8","","E","50.0","","C","","","","","","","","","","67.6","","C","","","","","","","56.4","","E"," "," "," ","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"372","Ireland","745","N","Primary completion rate, girls","","","","","","","103.0","","C","104.2","","C","102.6","","C","101.8","","C","","","","","","","95.5","","C","96.7","","C","95.0","","C","92.4","","C","94.6","","C","97.4","","C","99.5","","C","95.9","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"376","Israel","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.4","","C","104.6","","C","108.7","","C","104.2","","C","103.3","","C","104.9","","C","100.8","","C","104.4","","C","102.2","","C","101.4","","C","107.1","","C","102.6","","C","","",""," "," "," "," "," "," "," "," "," "
"380","Italy","745","N","Primary completion rate, girls","99.6","","C","97.3","","C","98.8","","C","","","","103.1","","C","99.1","","C","100.2","","C","96.9","","C","","","","100.9","","C","102.0","","C","104.2","","C","102.1","","C","101.8","","C","99.8","","C","97.8","","C","98.4","","C","100.8","","C","104.6","","C","101.5","","C","102.0","","C","102.0","","C","98.5","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"388","Jamaica","745","N","Primary completion rate, girls","100.0","","C","97.7","","C","","","","92.9","","C","","","","","","","","","","","","","","","","","","","90.3","","C","85.0","","C","90.6","","C"," "," "," ","89.2","","C","","","","","",""," "," "," ","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"392","Japan","745","N","Primary completion rate, girls","103.5","","C","103.4","","C","101.2","","C","","","","98.8","","C","","","","","","","","","","103.0","","C","102.7","","C","102.3","","C","102.7","","C","99.4","","C","99.2","","C","100.8","","C","101.0","","C","100.9","","C","104.3","","C","","","","101.4","","C","100.7","","C","102.2","","C","102.0","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"400","Jordan","745","N","Primary completion rate, girls","96.2","","C","98.2","","C","97.7","","C","97.1","","C","98.9","","C","","","","96.5","","C","","","","","","","98.8","","C","102.6","","C","","","","98.1","","C","101.2","","C","100.9","","C","104.4","","C","102.2","","E","105.6","","E","104.7","","E"," "," "," "," "," "," ","91.9","","C"," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "
"398","Kazakhstan","745","N","Primary completion rate, girls","","","","","","","","","","","","","110.2","","C","105.3","","C","","","","","","","","","","","","","95.4","","E","97.1","","C","98.8","","C","99.9","","C","107.2","","C","107.8","","C","103.8","","C","100.0","","C","102.5","","C","101.1","","C","102.8","","C","108.2","","C","102.1","","C","103.1","","C"," "," "," "," "," "," "," "," "," "," "," "," "
"404","Kenya","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.3","","C","89.6","","E","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"296","Kiribati","745","N","Primary completion rate, girls","103.3","","C","112.8","","C","108.1","","C","106.8","","C","","","","116.2","","C","126.9","","C","134.1","","C","","","","110.1","","C","97.5","","C","119.3","","C","112.3","","C","112.1","","C","117.0","","C","114.2","","C","110.4","","C","106.4","","C","116.2","","C","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"408","Korea, Democratic People's Republic of","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"410","Korea, Republic of","745","N","Primary completion rate, girls","100.0","","C","97.7","","C","109.5","","C","109.3","","C","112.4","","C","112.1","","C","","","","","","","101.2","","C","105.8","","C","104.6","","C","100.6","","C","96.4","","C","103.4","","C","101.5","","C","98.3","","C","98.6","","C","100.5","","C","98.8","","C","100.6","","C","99.3","","C","102.5","","C","","","","109.7","","C","104.1","","C"," "," "," "," "," "," "," "," "," "
"414","Kuwait","745","N","Primary completion rate, girls","","","","","","","55.7","","C","","","","85.8","","C","89.7","","C","121.0","","C","120.7","","C","","","","114.3","","C","115.0","","C","100.9","","C","104.3","","C","109.5","","C","109.2","","C","113.3","","C"," "," "," ","107.9","","C","","",""," "," "," "," "," "," "," "," "," "," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "
"417","Kyrgyzstan","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.4","","C","92.8","","C","92.3","","C","92.1","","C","90.2","","C","93.5","","C","98.4","","C","102.0","","C","96.1","","C","94.4","","C","97.5","","C","96.6","","C","95.4","","C","97.4","","C","102.3","","C","","",""," "," "," "," "," "," "," "," "," "
"418","Lao People's Democratic Republic","745","N","Primary completion rate, girls","","","","","","","35.7","","C","38.9","","C","42.4","","C","","","","50.3","","C","52.5","","C","57.6","","C","62.5","","C","61.3","","C","62.0","","C","63.0","","C","62.3","","C","62.3","","C","64.3","","C","66.6","","C","69.1","","C","71.6","","C","74.4","","C","80.0","","C","87.4","","C","93.3","","C","99.5","","C","","",""," "," "," "," "," "," "," "," "," "
"428","Latvia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.3","","E","95.3","","C","100.3","","C","98.4","","C","100.2","","C","94.9","","C","90.9","","C","90.2","","C","90.7","","C","90.2","","C","88.4","","C","94.0","","C","98.6","","C","103.6","","C","106.3","","C","","",""," "," "," "," "," "," "," "," "," "
"422","Lebanon","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","104.9","","C","123.6","","E","117.2","","E","115.1","","E","104.8","","E","99.5","","E","91.2","","E","82.1","","E","79.6","","E","81.2","","E","83.7","","E","82.9","","C","85.5","","C","83.4","","C","84.2","","C","87.4","","C","","",""," "," "," "," "," "," "," "," "," "
"426","Lesotho","745","N","Primary completion rate, girls","78.3","","C","79.6","","C","82.0","","C","81.3","","C","83.2","","C","85.5","","C","81.2","","C","80.4","","C","79.8","","C","75.9","","C","74.7","","C","76.0","","C","77.4","","C","78.4","","C","81.1","","C","75.9","","C","95.1","","C","86.9","","C","82.5","","C","82.4","","E","83.2","","C","81.4","","E","81.6","","C","83.9","","C","","",""," "," "," "," "," "," "," "," "," "
"430","Liberia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2","","E","","","","56.3","","C","54.8","","C","","","","59.7","","C","","","","","","","54.0","","C"," "," "," "," "," "," "," "," "," "
"434","Libyan Arab Jamahiriya","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"438","Liechtenstein","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.5","","C","103.9","","C","","","","109.1","","C","102.7","","C","101.4","","C","96.8","","C","106.6","","C","100.5","","C","99.0","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"440","Lithuania","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","93.2","","C","97.7","","C","97.5","","C","","","","96.1","","C","97.1","","C","103.7","","C","104.8","","C","107.7","","C","100.8","","C","94.0","","C","97.2","","C","100.6","","C","96.6","","C","99.0","","C","104.7","","C","98.9","","C","98.1","","C","95.8","","C","","",""," "," "," "," "," "," "," "," "," "
"442","Luxembourg","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","","",""," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","84.8","","C","86.7","","C","86.2","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"450","Madagascar","745","N","Primary completion rate, girls","35.8","","C","35.5","","C","32.6","","C","34.6","","C","32.4","","C","30.7","","C","31.5","","C","","","","30.3","","C","33.3","","E","36.0","","C","36.0","","C","36.1","","C","39.9","","C","46.1","","C","57.6","","C","56.5","","C","60.6","","C","67.2","","C","74.2","","C","71.2","","C","71.9","","C","70.9","","C","70.2","","C","","",""," "," "," "," "," "," "," "," "," "
"454","Malawi","745","N","Primary completion rate, girls","24.2","","C","27.6","","C","32.1","","C","33.9","","C","37.3","","C","49.1","","C","58.2","","C","","","","","","","62.8","","C","61.6","","C","63.8","","C","64.9","","C","","","","56.8","","C","57.1","","C","57.7","","C","59.2","","C","63.8","","C","66.7","","C","69.0","","C","71.8","","C","74.7","","C","75.4","","E","","",""," "," "," "," "," "," "," "," "," "
"458","Malaysia","745","N","Primary completion rate, girls","87.7","","C","89.0","","C","","","","92.0","","C","","","","","","","","","","","","","97.8","","C","94.4","","C"," "," "," "," "," "," ","91.1","","C","91.0","","C","94.6","","C","97.6","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "
"462","Maldives","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","121.1","","C","","","","","","","","","","189.9","","C","195.9","","C","187.5","","C","186.5","","C","142.4","","C","130.7","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "
"466","Mali","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","25.7","","C","28.0","","E","30.4","","C","33.5","","C","35.5","","C","37.1","","C","42.2","","C","45.3","","E","49.1","","C","51.5","","C","54.8","","C","55.8","","C","54.0","","C"," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"470","Malta","745","N","Primary completion rate, girls","92.8","","C","92.1","","C","93.1","","C","97.6","","C","94.2","","C","87.3","","C","89.8","","C","84.1","","C","89.2","","C","91.4","","C","95.8","","C","94.3","","C","96.1","","C","96.0","","C","95.2","","C","92.7","","C","96.5","","C","93.5","","C","94.0","","C","87.8","","C","92.6","","C","96.4","","C","86.6","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"584","Marshall Islands","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.2","","C","","","","","","","118.1","","C","98.1","","C","","","","104.2","","C","116.3","","C","120.1","","C","112.7","","C","110.3","","C","","","","103.9","","C","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"474","Martinique","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"478","Mauritania","745","N","Primary completion rate, girls","21.3","","C","25.6","","C","24.9","","C","27.5","","C","27.0","","C","27.6","","C","29.3","","C","33.2","","C","39.6","","C","41.4","","C","","","","42.3","","C","40.9","","C"," "," "," "," "," "," ","41.9","","C","43.0","","C","54.9","","C"," "," "," ","69.1","","C"," "," "," ","","","","69.3","","C","72.0","","C","","",""," "," "," "," "," "," "," "," "," "
"480","Mauritius","745","N","Primary completion rate, girls","113.5","","C","114.7","","C","111.9","","C","103.0","","C","98.4","","C","96.0","","C","94.2","","C","93.2","","C","99.9","","C","103.1","","C","102.0","","C","103.0","","C","99.7","","C","101.6","","C","100.5","","C","101.0","","C","99.3","","C","101.9","","C","100.5","","C","98.6","","C","103.2","","C","102.2","","C","100.3","","C","103.0","","C","","",""," "," "," "," "," "," "," "," "," "
"175","Mayotte","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"484","Mexico","745","N","Primary completion rate, girls","","","","","","","","","","89.4","","C","90.7","","C","93.2","","C","93.9","","C","93.1","","C","","","","92.5","","C","93.0","","C","93.5","","C","94.7","","C","94.1","","C","95.7","","C","96.2","","C","96.0","","C","96.7","","C","95.7","","C","93.8","","C","94.0","","C","94.0","","C","100.7","","C","104.5","","C","","",""," "," "," "," "," "," "," "," "," "
"583","Micronesia, Federated States of","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"492","Monaco","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"496","Mongolia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","77.1","","C","82.5","","C","81.4","","C","91.4","","C","88.8","","C","89.3","","C","94.2","","C","100.9","","C","102.6","","C","97.6","","C","97.5","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"499","Montenegro","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0","","C","102.0","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"500","Montserrat","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," ","71.4","","C","","","","65.4","","C","107.4","","C","103.6","","E","96.6","","C","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"504","Morocco","745","N","Primary completion rate, girls","40.9","","C","38.0","","C","37.2","","C","37.8","","C","38.2","","C","39.6","","C","40.8","","C","42.8","","C","45.8","","C","48.4","","C","51.3","","C","53.8","","C","56.3","","C","62.2","","C","70.3","","C","75.0","","C","78.2","","C","78.3","","C","77.2","","C","77.0","","C","81.4","","C","86.6","","C","97.8","","C","98.4","","C","99.7","","C"," "," "," "," "," "," "," "," "," "
"508","Mozambique","745","N","Primary completion rate, girls","20.8","","C","21.2","","C","20.1","","C","20.0","","C","19.9","","C","20.3","","C","","","","","","","","","","11.0","","C","12.5","","C","14.3","","C","17.2","","C","","","","23.6","","C","33.8","","C","33.9","","C","38.8","","C","51.4","","C","50.2","","C","55.1","","C","51.0","","C","48.1","","C","45.7","","C","","",""," "," "," "," "," "," "," "," "," "
"104","Myanmar","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.6","","E","73.7","","C","74.5","","C","76.0","","C","78.7","","C","81.0","","C","","",""," "," "," ","91.6","","C","92.0","","C","92.7","","C","96.8","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"516","Namibia","745","N","Primary completion rate, girls","","","","","","","81.3","","C","","","","76.3","","C","","","","","","","","","","101.2","","C","99.2","","C","96.8","","C","97.3","","E","97.7","","E","97.2","","E","89.9","","E","89.0","","C","86.3","","C","","","","83.3","","C","88.0","","C","84.6","","C","","","","88.0","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"520","Nauru","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.1","","C","","","","","","","","","","","","","","","","99.0","","C","","","","","","","","","","","","","101.9","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"524","Nepal","745","N","Primary completion rate, girls","","","","","","","43.7","","C","","","","","","","","","","","","","","","","","","","56.5","","C","59.3","","C","62.1","","C","67.2","","C","70.0","","C","70.3","","E","74.7","","E","77.1","","C"," "," "," ","81.5","","C","","","","","","","","","","105.8","","C","104.3","","C","107.0","","C"," "," "," "," "," "," "," "," "," "
"528","Netherlands","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6","","C","97.7","","C","98.2","","C","100.3","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"530","Netherlands Antilles","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"540","New Caledonia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"554","New Zealand","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"558","Nicaragua","745","N","Primary completion rate, girls","","","","","","","","","","53.5","","C","58.4","","C","53.4","","C","","","","","","","","","","69.8","","C","69.7","","C","70.8","","C","76.9","","C","75.1","","E","74.8","","C","77.3","","C","77.9","","C","79.2","","C","79.1","","C","","","","83.4","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"562","Niger","745","N","Primary completion rate, girls","11.5","","C","13.4","","C","13.9","","C","13.4","","C","","","","10.3","","C","14.6","","C","14.3","","C","15.0","","C","15.3","","C","15.3","","C","15.8","","C","17.5","","C","17.4","","C","21.8","","C","24.0","","C","26.6","","C","32.2","","C","32.1","","C","34.0","","C","35.1","","C","38.9","","C","43.1","","C","44.0","","C","","",""," "," "," "," "," "," "," "," "," "
"566","Nigeria","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.8","","C","74.9","","C","80.2","","C","71.6","","C","64.1","","E","68.4","","E","71.5","","E","","","","","",""," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"570","Niue","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","91.7","","C","83.3","","C","","","","105.6","","C","","","","","","","127.3","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"580","Northern Mariana Islands","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"578","Norway","745","N","Primary completion rate, girls","95.5","","C","100.1","","C","101.2","","C","99.5","","C","","","","","","","","","","","","","97.8","","C","97.1","","C","98.8","","C","101.9","","C","102.6","","C","103.9","","C","102.8","","C","99.6","","C","98.6","","C","98.3","","C","99.4","","C","101.3","","C","99.3","","C","98.0","","C","99.9","","C","100.2","","C","","",""," "," "," "," "," "," "," "," "," "
