CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type,2013,Footnotes,Type,2014,Footnotes,Type,2015,Footnotes,Type,2016,Footnotes,Type,2017,Footnotes,Type
"512","Oman","745","N","Primary completion rate, girls","62.0","","C","","","","69.6","","C","","","","70.9","","C","73.7","","C","77.1","","C","81.0","","C","82.9","","C","85.0","","C","82.7","","C","85.4","","C","86.2","","C","86.3","","C"," "," "," ","","","","","","","","","","","","","89.8","","C"," "," "," ","102.1","","C","104.1","","C","100.7","","C","","",""," "," "," "," "," "," "," "," "," "
"586","Pakistan","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0","","C","51.9","","C","54.1","","C","54.2","","C","55.3","","C","60.3","","C","60.1","","C","66.1","","C","67.1","","C","","",""," "," "," "," "," "," "," "," "," "
"585","Palau","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.4","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.5","","C","93.9","","C"," "," "," "," "," "," "," "," "," "
"591","Panama","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.1","","C","91.0","","C","91.7","","C","92.3","","C","","","","92.7","","C","91.7","","C","89.2","","C","93.5","","C","96.2","","C","95.7","","C","92.0","","C","95.9","","C","97.5","","C","95.9","","C","","",""," "," "," "," "," "," "," "," "," "
"598","Papua New Guinea","745","N","Primary completion rate, girls","40.6","","C","39.4","","C","39.4","","C","","","","45.0","","C","45.7","","C","46.4","","C","46.0","","C","46.4","","C","","","","50.5","","C","50.9","","C","51.2","","C","53.3","","C","","","","","","","","","","","","","","","","","","","","","","","","","71.9","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"600","Paraguay","745","N","Primary completion rate, girls","65.1","","C","69.2","","C","72.7","","C","76.5","","C","75.6","","C","77.8","","C","81.9","","C","","","","93.2","","C","90.6","","E","92.6","","E","92.9","","C","94.0","","C","96.4","","C","95.3","","C","95.8","","C","94.6","","C","95.4","","C","95.0","","C","94.7","","C","91.3","","C","86.3","","C","84.0","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"604","Peru","745","N","Primary completion rate, girls","","","","","","","","","","85.8","","C","","","","89.1","","C","","","","","","","96.5","","C","101.7","","C","100.1","","C","95.8","","C","95.8","","C","100.9","","E","100.4","","C","100.2","","C","100.9","","C","102.8","","C","101.5","","C","98.1","","C","99.4","","C","96.3","","C","90.7","","C","92.6","","C","","",""," "," "," "," "," "," "," "," "," "
"608","Philippines","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","87.9","","C","89.2","","C","","","","105.5","","C","98.4","","C","98.9","","C","97.4","","C","97.7","","C","95.2","","C","94.3","","C","94.9","","C","93.9","","C","","","","","","","","","","95.5","","C","","",""," "," "," "," "," "," "," "," "," "
"616","Poland","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.6","","C","95.1","","C","95.0","","C","","","","97.6","","C","","",""," "," "," "," "," "," "," "," "," "
"620","Portugal","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"630","Puerto Rico","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"634","Qatar","745","N","Primary completion rate, girls","75.2","","C","73.1","","C","69.4","","C","67.4","","C","67.6","","C","66.7","","C","57.7","","C","","","","96.9","","C","97.8","","E","","","","","","","","","","99.3","","E","","","","96.7","","E"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","",""," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"498","Republic of Moldova","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","94.8","","C","","","","","","","","","","","","","","","","","","","96.4","","C","95.2","","C","96.5","","C","99.4","","C","97.6","","C","92.9","","C","90.5","","C","91.5","","C","92.7","","C","90.2","","C","90.0","","C","92.7","","C","","",""," "," "," "," "," "," "," "," "," "
"638","Reunion","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"642","Romania","745","N","Primary completion rate, girls","88.1","","C","","","","","","","84.3","","C","","","","","","","","","","","","","","","","88.9","","C","89.5","","C","90.2","","C","88.7","","C","95.1","","C","101.5","","C","105.2","","C","99.5","","C"," "," "," ","90.8","","C","92.7","","C","94.2","","C","96.8","","C","93.0","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"643","Russian Federation","745","N","Primary completion rate, girls","","","","","","","","","","","","","94.0","","C","91.9","","C","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"646","Rwanda","745","N","Primary completion rate, girls","41.9","","C","43.1","","C","45.3","","C","","","","","","","","","","","","","","","","","","","28.2","","C","21.0","","C","22.7","","C","29.7","","C","41.2","","C","41.7","","C","","","","","","","","","","44.6","","C","56.3","","C","56.2","","C","","","","61.5","","C","64.3","","C","","",""," "," "," "," "," "," "," "," "," "
"659","Saint Kitts and Nevis","745","N","Primary completion rate, girls","","","","","","","104.5","","C","","","","","","","","","","","","","","","","","","","","","","110.4","","C","109.6","","C","108.9","","C","89.7","","C","111.9","","C","108.3","","C","","","","94.5","","C","85.4","","C","95.3","","C","88.7","","C","98.3","","C","94.1","","C","93.2","","C","","",""," "," "," "," "," "," "," "," "," "
"662","Saint Lucia","745","N","Primary completion rate, girls","123.0","","C","112.3","","C","","","","113.7","","C","","","","","","","","","","","","","","","","","","","","","","","","","106.4","","C","102.0","","C","100.3","","C","96.2","","C","105.3","","C","101.1","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"670","Saint Vincent and the Grenadines","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6","","C","114.0","","C","","","","","","","","","","104.8","","C","","","","91.6","","C","93.3","","C","97.9","","C","103.7","","C","","",""," "," "," "," "," "," "," "," "," "
"882","Samoa","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8","","C","95.5","","C","95.0","","C","","","","","","","","","","","","","","","","111.2","","C","","","","101.3","","C","106.4","","C","106.9","","C","99.9","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"674","San Marino","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.0","","C","107.3","","E","95.4","","C","92.9","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"678","Sao Tome and Principe","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4","","C","","","","","","","60.6","","E","57.6","","C","71.9","","C","75.1","","C","","","","75.1","","C","79.3","","C","89.4","","E","92.5","","C","119.7","","C"," "," "," ","106.7","","C","97.9","","C"," "," "," "," "," "," "," "," "," "
"682","Saudi Arabia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","87.5","","C","","","","89.5","","C","92.3","","C","","",""," "," "," ","103.8","","C","110.5","","C","112.0","","C","120.9","","C"," "," "," "," "," "," "," "," "," "
"686","Senegal","745","N","Primary completion rate, girls","32.4","","C","","","","30.9","","C","","","","30.5","","C","","","","32.5","","C","33.1","","C","35.6","","C","","","","32.6","","C","36.8","","C","40.2","","C","41.0","","C","43.8","","C","48.6","","C","47.3","","C","49.2","","E","57.3","","C","58.9","","C","59.1","","C","63.0","","C","63.1","","C","","","","64.8","","C"," "," "," "," "," "," "," "," "," "
"688","Serbia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.7","","C","104.8","","C","95.9","","C","96.6","","C","98.8","","C","93.0","","C","99.3","","C","","",""," "," "," "," "," "," "," "," "," "
"690","Seychelles","745","N","Primary completion rate, girls","","","","110.2","","C","98.6","","C","100.6","","C","96.7","","C","","","","","","","105.8","","C","107.8","","C","106.3","","C","103.7","","C","109.4","","C","111.3","","C","112.2","","C","108.6","","C","119.9","","C","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","97.3","","C","","",""," "," "," "," "," "," "," "," "," "
"694","Sierra Leone","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","","","","","","","","","","74.5","","C","70.7","","C","69.5","","C","","",""," "," "," "," "," "," "," "," "," "
"702","Singapore","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," ","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"703","Slovakia","745","N","Primary completion rate, girls","","","","","","","96.6","","C","96.6","","C","98.7","","C","98.8","","C","97.0","","C","96.7","","C","98.6","","C","97.5","","C","96.0","","C","100.7","","C","98.0","","C","98.5","","C","97.9","","C","93.3","","C","93.1","","C","96.1","","C","98.8","","C","101.4","","C","101.6","","C","97.8","","C","95.4","","C","95.9","","C","","",""," "," "," "," "," "," "," "," "," "
"705","Slovenia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","95.3","","C","99.8","","C","99.4","","C","94.6","","C","96.9","","C","95.4","","C","100.1","","C","112.0","","C","","","","","","","","","","95.1","","C","95.2","","C","96.1","","C","95.7","","C","100.9","","C","98.3","","C","","",""," "," "," "," "," "," "," "," "," "
"90","Solomon Islands","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.5","","C","86.1","","C","86.3","","C","","",""," "," "," "," "," "," "," "," "," "
"706","Somalia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"710","South Africa","745","N","Primary completion rate, girls","","","","80.2","","C","","","","","","","","","","","","","","","","","","","92.4","","C","87.2","","C","87.6","","C"," "," "," ","93.3","","C","95.7","","C","97.8","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"728","South Sudan","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5","","C","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"724","Spain","745","N","Primary completion rate, girls","100.6","","C","","","","","","","101.8","","C","102.4","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.9","","C","","","","97.5","","C","98.6","","C","100.3","","C","102.4","","C","102.6","","C","102.4","","C","101.9","","C","99.5","","C","","",""," "," "," "," "," "," "," "," "," "
"144","Sri Lanka","745","N","Primary completion rate, girls","97.2","","C","99.4","","C","99.3","","C","","","","","","","","","","","","","","","","97.1","","C","","","","","","","105.8","","C","110.2","","C","103.8","","C","","","","99.8","","C","99.3","","C","96.3","","E","92.0","","C","92.2","","C","98.6","","C","98.7","","C","97.2","","C","97.1","","C","","",""," "," "," "," "," "," "," "," "," "
"275","State of Palestine","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","88.9","","C","89.8","","C","90.6","","C","","","","99.4","","C","97.9","","C","98.3","","C","94.1","","C","97.0","","C","90.0","","C","92.2","","C"," "," "," ","86.2","","C","87.1","","C","89.2","","C","91.9","","C","91.2","","C","88.6","","C","93.2","","C","","",""," "," "," "," "," "," "," "," "," "
"729","Sudan","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2","","C","","","","52.9","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"736","Sudan (former)","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"740","Suriname","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.4","","C","100.0","","C","81.0","","C","93.5","","C","91.0","","C","","","","93.2","","C","","","","90.9","","C","","",""," "," "," "," "," "," "," "," "," "
"748","Swaziland","745","N","Primary completion rate, girls","66.2","","C","63.8","","C","64.4","","C","62.9","","C","64.0","","C","66.1","","C","63.3","","C","64.7","","C","65.1","","C","62.6","","C","62.7","","C","59.5","","C","63.8","","C","63.0","","C","65.0","","C","68.5","","C","68.3","","C","70.8","","C","","","","72.3","","C","77.9","","C","77.6","","C","79.1","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"752","Sweden","745","N","Primary completion rate, girls","96.0","","C","96.5","","C","100.9","","C","107.2","","C","105.3","","C","","","","","","","","","","","","","100.5","","C","100.3","","C","102.1","","C","102.5","","C","106.6","","C","103.1","","C","99.9","","C","95.6","","C","95.3","","C","93.9","","C","93.6","","C","96.4","","C","100.8","","C","102.2","","C","100.9","","C","","",""," "," "," "," "," "," "," "," "," "
"756","Switzerland","745","N","Primary completion rate, girls","51.6","","C","53.9","","C","55.8","","C","60.6","","C","61.7","","C","","","","73.0","","C","","","","","","","97.0","","C","98.2","","C","98.8","","C","99.4","","C","99.9","","C","100.7","","C","98.1","","C","95.1","","C","94.2","","C","95.1","","C","97.5","","C","97.5","","C","97.6","","C","98.3","","C"," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"760","Syrian Arab Republic","745","N","Primary completion rate, girls","84.8","","C","86.6","","C","91.0","","C","83.3","","C","85.7","","C","86.0","","C","88.3","","C","87.6","","C","87.9","","C","88.5","","C","88.2","","C","89.8","","C","91.7","","C","105.6","","C","106.7","","C","108.8","","C","109.5","","C","107.3","","C","106.3","","C","105.1","","C","103.6","","C","105.7","","C","106.1","","C","63.7","","C","","",""," "," "," "," "," "," "," "," "," "
"762","Tajikistan","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.0","","C","99.7","","C","101.0","","C","96.2","","C","","","","97.7","","C"," "," "," "," "," "," "," "," "," "
"764","Thailand","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","","E","84.1","","C","86.1","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"807","The former Yugoslav Republic of Macedonia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","97.2","","C","98.7","","C","99.6","","C","","","","98.4","","C","94.8","","C","91.8","","C","95.1","","C","89.9","","C","90.2","","C","92.4","","C","89.8","","C","91.4","","C","93.6","","C","94.0","","C","","",""," "," "," "," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "
"626","Timor-Leste","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","75.7","","C","65.3","","C","64.7","","C","71.9","","C","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"768","Togo","745","N","Primary completion rate, girls","23.0","","C","23.3","","C","24.0","","C","","","","18.6","","C","26.1","","C","30.1","","C","","","","","","","39.8","","C","48.3","","C","55.3","","C"," "," "," ","58.9","","C","61.5","","C","61.3","","C","61.7","","C"," "," "," ","55.8","","C","56.1","","C","61.8","","C","64.3","","C","68.8","","C","74.2","","C","","",""," "," "," "," "," "," "," "," "," "
"772","Tokelau","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.5","","C","147.4","","C","164.7","","C","185.7","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"776","Tonga","745","N","Primary completion rate, girls","119.9","","C","94.6","","C","","","","117.8","","C","","","","","","","","","","","","","108.3","","C","110.8","","C","","","","104.9","","C","","","","","","","","","","109.1","","C","106.4","","C","","","","","","","","","","","","","","","","101.3","","C","104.4","","C","","",""," "," "," "," "," "," "," "," "," "
"780","Trinidad and Tobago","745","N","Primary completion rate, girls","","","","103.0","","C","101.3","","C","97.8","","C","","","","","","","89.4","","C","92.0","","C","","","","101.5","","C","94.6","","C","87.9","","C","","","","90.0","","C","96.1","","C","93.6","","C","","","","95.9","","C","93.2","","C","95.8","","C","95.0","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"788","Tunisia","745","N","Primary completion rate, girls","73.9","","C","68.3","","C","","","","69.1","","C","76.3","","C","86.6","","C","85.8","","C","89.1","","C","","","","90.2","","C","89.6","","C","90.7","","C","94.2","","C","96.6","","C","98.7","","C","100.4","","C"," "," "," ","100.4","","C","91.9","","C","91.4","","C","101.7","","C","","","","","","","98.4","","C","","",""," "," "," "," "," "," "," "," "," "
"792","Turkey","745","N","Primary completion rate, girls","87.8","","C","90.2","","C","95.7","","C","89.3","","C","89.5","","C","88.3","","C","","","","","","","","","","","","","","","","","","","","","","","","","93.6","","C","98.5","","C","95.9","","C","95.1","","C","97.4","","C","98.8","","C","99.5","","C","102.2","","C","100.3","","C"," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"795","Turkmenistan","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"796","Turks and Caicos Islands","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","91.9","","E","90.6","","E","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"798","Tuvalu","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.3","","C","101.9","","C","104.6","","E","106.3","","E","110.3","","C","109.2","","C","","","","","","","","","","","","","","","","","","","91.2","","C","","",""," "," "," "," "," "," "," "," "," "
"800","Uganda","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.3","","C","56.4","","C","56.1","","C","53.4","","C","52.8","","E","","","","50.1","","E","55.5","","E","56.3","","C","54.8","","C","52.5","","C","","","","53.9","","C","","",""," "," "," "," "," "," "," "," "," "
"804","Ukraine","745","N","Primary completion rate, girls","","","","","","","","","","98.5","","C","95.0","","C","","","","","","","","","","","","","94.0","","C","91.3","","C","95.2","","C","98.3","","C","","","","","","","117.1","","C","104.2","","C","101.1","","C","98.9","","C","96.2","","C","98.9","","C","101.1","","C","103.6","","C","110.7","","C","","",""," "," "," "," "," "," "," "," "," "
"784","United Arab Emirates","745","N","Primary completion rate, girls","90.7","","C","97.1","","C","96.2","","C","94.2","","C","93.3","","C","91.0","","C","87.9","","C","91.5","","C","90.4","","C","90.4","","C"," "," "," "," "," "," "," "," "," "," "," "," ","87.9","","C","90.8","","C","91.7","","C","96.5","","C","","","","91.2","","C","96.3","","C","100.0","","C","105.8","","C"," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"826","United Kingdom","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"834","United Republic of Tanzania","745","N","Primary completion rate, girls","","","","63.4","","C","54.5","","C","57.3","","C","55.1","","C","","","","","","","59.0","","C","48.6","","C","58.6","","C","50.2","","C","56.0","","C","60.1","","C","","","","57.9","","C","54.0","","C","71.2","","C","81.1","","E"," "," "," ","102.8","","C","91.7","","C","","","","84.7","","C","79.8","","C","","",""," "," "," "," "," "," "," "," "," "
"840","United States","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"850","United States Virgin Islands","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"858","Uruguay","745","N","Primary completion rate, girls","97.2","","C","97.4","","C","95.0","","C","96.9","","C","97.5","","C","95.9","","C","96.6","","C","97.3","","C","94.8","","C","97.6","","C","99.8","","C","97.0","","C","97.5","","C","93.6","","C","93.0","","C","97.6","","C","100.8","","C","105.6","","C","108.0","","C","106.3","","C","104.0","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"860","Uzbekistan","745","N","Primary completion rate, girls","","","","","","","","","","","",""," "," "," ","","","","","","","","","","","","","","","","","","","100.4","","C","101.4","","C","96.9","","C","95.0","","C","96.6","","C","98.3","","C","96.1","","C","95.1","","C","91.5","","C","91.0","","C","90.6","","C","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"548","Vanuatu","745","N","Primary completion rate, girls","","","","","","","82.0","","C","","","","72.6","","C","","","","","","","","","","96.8","","C","","","","94.4","","C","105.8","","C","","","","","","","90.2","","E","","","","","","","85.7","","C","84.4","","C","87.1","","C","86.8","","C","","","","","","","96.4","","C","","",""," "," "," "," "," "," "," "," "," "
"862","Venezuela","745","N","Primary completion rate, girls","","","","86.1","","C","89.7","","C","88.7","","C","","","","","","","85.1","","C","84.3","","C","","","","84.5","","E","86.0","","C","87.6","","E","94.1","","C","91.7","","C","92.3","","C","94.6","","C","98.5","","C","99.6","","C","96.2","","C","96.2","","C","94.7","","C","96.1","","C","97.4","","C","97.3","","C","","",""," "," "," "," "," "," "," "," "," "
"704","Viet Nam","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","95.2","","C","95.5","","C","100.6","","C","97.6","","C","96.0","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7","","C","","",""," "," "," "," "," "," "," "," "," "
"732","Western Sahara","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"887","Yemen","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3","","C","","","","38.6","","C","39.7","","E","43.6","","C","44.3","","E","46.2","","C","","","","","","","51.3","","C","","","","54.4","","C"," "," "," ","60.2","","C","61.8","","C","","",""," "," "," "," "," "," "," "," "," "
"894","Zambia","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","61.2","","C","58.9","","C","57.6","","C"," "," "," ","57.1","","C","","","","69.2","","C","73.3","","C","82.4","","C","85.6","","C","89.2","","C","83.3","","C","105.5","","C"," "," "," ","90.9","","C","82.0","","C","","",""," "," "," "," "," "," "," "," "," "
"716","Zimbabwe","745","N","Primary completion rate, girls","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.4","","C"," "," "," ","87.9","","C","82.6","","C","81.4","","E","","","","","",""," "," "," ","","","","","","","","","","","","","","","","93.2","","C","","","","","",""," "," "," "," "," "," "," "," "," "

Code, FootnoteText

Type, Name, Description
C,Country Data,"The figure is the one produced and disseminated by the country (including data adjusted BY THE COUNTRY to meet international standards)"
CA,Country Adjusted,"The figure is the one produced and provided by the country, but adjusted by the international agency for international comparability—that is to comply with internationally agreed standards, definitions and classifications (age group, ISCED, etc)"
E,Estimated,"The figure is estimated by the international agency, when corresponding country data on a specific year or set of years are not available, or when multiple sources exist, or there are issues of data quality.  Estimates are based on national data, such as surveys or administrative records, or other sources but on the same variable being estimated."
M,Modeled,"The figure is modeled by the agency when there is a complete lack of data on the variable being estimated. The model is based on a set of covariates—other variables for which data are available and that can explain the phenomenon."
G,Global monitoring data,"The figure is regularly produced by the designated agency for the global monitoring, based on country data. However, there is no corresponding figure at the country level, because the indicator is defined for international monitoring only (example: population below 1$ a day)"
N,Not Relevant,"The figure is not available because the indicator-as defined for the global monitoring-does not apply to the circumstances of the specific country, and therefore is not reported"
NA,Not Available,"A figure was not provided, or the "nature of data" - see other colors for the definition of "nature of data" - is unknown"
